,period,msn,seriesDescription,value,unit
449,2022-01,NGIMPMX,Natural Gas Imports from Mexico in Billion Cubic Feet,0.054,Billion Cubic Feet
450,2022-01,NGIMPUS,Natural Gas Imports in Billion Cubic Feet,296.179,Billion Cubic Feet
451,2022-01,NGINPUS,"Natural Gas Consumed by the Other Industrial Sector, Total in Billion Cubic Feet",818.829,Billion Cubic Feet
452,2022-01,NGINSUS,Percentage of Industrial Sector Consumption for Which Price Data Are Available in Percent,13.5,Percent
453,2022-01,NGINUUS,"Average Natural Gas Price, Delivered to Consumers, Industrial in Dollars per Thousand Cubic Feet",6.64,Dollars per Thousand Cubic Feet
454,2022-01,NGL1PUS,"Natural Gas Consumption for Electricity Generation, Electric Power Sector in Billion Cubic Feet",927.629,Billion Cubic Feet
455,2022-01,NGL9PUS,"Natural Gas Electric Power Sector, Net Summer Capacity in Million Kilowatts",473.408,Million Kilowatts
456,2022-01,NGLPPUS,"Natural Gas Consumed by the Industrial Sector, Lease and Plant Fuel in Billion Cubic Feet",162.949,Billion Cubic Feet
457,2022-01,NGMPPUS,Natural Gas Marketed Production (Wet) in Billion Cubic Feet,3199.287,Billion Cubic Feet
458,2022-01,NGNFBUS,Natural Gas Non-Combustion Consumption in Quadrillion Btu,0.110774,Quadrillion Btu
459,2022-01,NGNFPUS,Natural Gas Non-Combustion Consumption in Billion Cubic Feet,106.616,Billion Cubic Feet
460,2022-01,NGNIBUS,Natural Gas Net Imports in Quadrillion Btu,-0.31201,Quadrillion Btu
461,2022-01,NGNIPUS,Natural Gas Net Imports in Billion Cubic Feet,-313.924,Billion Cubic Feet
462,2022-01,NGNRPUS,"Natural Gas Rotary Rigs in Operation, Total in Number of Rigs",111,Number of Rigs
463,2022-01,NGNWPUS,Natural Gas Net Storage Withdrawals in Billion Cubic Feet,993.756,Billion Cubic Feet
464,2022-01,NGPRBUS,Natural Gas (Dry) Production in Quadrillion Btu,3062.565,Quadrillion Btu
465,2022-01,NGPRPUS,Natural Gas Production (Dry) in Billion Cubic Feet,2953.293,Billion Cubic Feet
466,2022-01,NGPZPUS,"Natural Gas Consumed by the Transportation Sector, Pipelines and Distribution in Billion Cubic Feet",132.406,Billion Cubic Feet
467,2022-01,NGRCAUS,Average Cost of Residential Natural Gas in Dollars per Million Btu,4.118,Dollars per Million Btu
468,2022-01,NGRCOUS,Average Cost of Residential Natural Gas in Dollars per Thousand Cubic Feet,4.279,Dollars per Thousand Cubic Feet
469,2022-01,NGRCPUS,Natural Gas Consumed by the Residential Sector in Billion Cubic Feet,961.493,Billion Cubic Feet
470,2022-01,NGRCSUS,Percentage of Residential Sector Consumption for Which Price Data Are Available in Percent,96.9,Percent
471,2022-01,NGRCUUS,"Average Natural Gas Price, Delivered to Consumers, Residential in Dollars per Thousand Cubic Feet",12.03,Dollars per Thousand Cubic Feet
472,2022-01,NGSFPUS,Supplemental Gaseous Fuels in Billion Cubic Feet,6.528,Billion Cubic Feet
473,2022-01,NGTCPUS,"Natural Gas Consumption, Total in Billion Cubic Feet",3594.499,Billion Cubic Feet
474,2022-01,NGTWPUS,"Wells Drilled, Natural Gas in Number",269,Number
475,2022-01,NGUSPUS,"Natural Gas in Underground Storage, End of Period, Total in Billion Cubic Feet",6653.298,Billion Cubic Feet
476,2022-01,NGVHPUS,"Natural Gas Consumed by the Transportation Sector, Vehicle Fuel in Billion Cubic Feet",4.515,Billion Cubic Feet
477,2022-01,NGVHUUS,Average Natural Gas Transportation Sector Price in Dollars per Thousand Cubic Feet,Not Available,Dollars per Thousand Cubic Feet
478,2022-01,NGWCCUS,"Change in Working Gas From Same Period Previous Year, Percent in Percent",-15.9,Percent
479,2022-01,NGWCPUS,"Change in Working Gas From Same Period Previous Year, Volume in Billion Cubic Feet",-419.027,Billion Cubic Feet
480,2022-01,NGWGPUS,"Natural Gas in Underground Storage, End of Period, Working Gas in Billion Cubic Feet",2215.941,Billion Cubic Feet
481,2022-01,NGWPUUS,"Average Natural Gas Price, Wellhead in Dollars per Thousand Cubic Feet",Not Available,Dollars per Thousand Cubic Feet
482,2022-01,NLPRBUS,Natural Gas Plant Liquids Production in Quadrillion Btu,605.263,Quadrillion Btu
483,2022-01,NLPRPUS,Natural Gas Liquids Production in Thousand Barrels per Day,5446.194,Thousand Barrels per Day
484,2022-01,NLRIPUS,Natural Gas Liquids Refinery and Blender Net Inputs in Thousand Barrels per Day,704.065,Thousand Barrels per Day
485,2022-01,NNCCBUS,Natural Gas Consumed by the Commercial Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,573.35,Trillion Btu
486,2022-01,NNCCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",30.336,Million Metric Tons of Carbon Dioxide
487,2022-01,NNEIBUS,Natural Gas Consumed by the Electric Power Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,992.101,Trillion Btu
488,2022-01,NNEIEUS,Natural Gas Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,52.492,Million Metric Tons of Carbon Dioxide
489,2022-01,NNICBUS,Natural Gas Consumed by the Industrial Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,1018.381,Trillion Btu
490,2022-01,NNICEUS,Natural Gas Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,51.704,Million Metric Tons of Carbon Dioxide
491,2022-01,NNRCBUS,Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,997.012,Trillion Btu
492,2022-01,NNRCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",52.752,Million Metric Tons of Carbon Dioxide
493,2022-01,NNTCBUS,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels) in Quadrillion Btu,3720.722,Quadrillion Btu
494,2022-01,NNTCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions in Million Metric Tons of Carbon Dioxide",194.81,Million Metric Tons of Carbon Dioxide
495,2022-01,NUC9PUS,"Nuclear Commercial Sector, Net Summer Capacity in Million Kilowatts",No Data Reported,Million Kilowatts
496,2022-01,NUCASUS,"Nuclear Generating Units, Capacity Factor in Percent",99.3,Percent
497,2022-01,NUEGBUS,Nuclear Electric Power Consumed by the Electric Power Sector in Trillion Btu,736.046,Trillion Btu
498,2022-01,NUEGPUS,"Electricity Net Generation From Nuclear Electric Power, Electric Power Sector in Million Kilowatthours",70576.875,Million Kilowatthours
499,2022-01,NUETBUS,Nuclear Electric Power Consumption/Production in Quadrillion Btu,736.046,Quadrillion Btu
500,2022-01,NUETPUS,"Electricity Net Generation From Nuclear Electric Power, All Sectors in Million Kilowatthours",70576.875,Million Kilowatthours
501,2022-01,NUETSUS,Nuclear Share of Electricity Net Generation in Percent,18.7,Percent
502,2022-01,NUGBPUS,"Nuclear Generating Units, Net Summer Capacity, End of Period in Million Kilowatts",95.519,Million Kilowatts
503,2022-01,NUI9PUS,"Nuclear Industrial Sector, Net Summer Capacity in Million Kilowatts",No Data Reported,Million Kilowatts
504,2022-01,NUL9PUS,"Nuclear Electric Power Sector, Net Summer Capacity in Million Kilowatts",95.519,Million Kilowatts
505,2022-01,NUOUPUS,"Nuclear Generating Units, Total Operable Units, End of Period in Number",93,Number
506,2022-01,NWEIEUS,Non-Biomass Waste Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0.892,Million Metric Tons of Carbon Dioxide
507,2022-01,NXSCPUS,"Natural Gas Storage Activity, Net in Billion Cubic Feet",993.756,Billion Cubic Feet
508,2022-01,NXSIPUS,"Natural Gas Storage Activity, Injections in Billion Cubic Feet",75.578,Billion Cubic Feet
509,2022-01,NXWSPUS,"Natural Gas Storage Activity, Withdrawals in Billion Cubic Feet",1069.334,Billion Cubic Feet
510,2022-01,OGDFPUS,"Dry Wells, Total Footage Drilled  in Thousand Feet",799,Thousand Feet
511,2022-01,OGDRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Directional Trajectory in Number of Rigs",35,Number of Rigs
512,2022-01,OGGFPUS,"Natural Gas Wells, Total Footage Drilled   in Thousand Feet",4607,Thousand Feet
513,2022-01,OGHFPUS,"Crude Oil, Natural Gas, and Dry Wells, Horizontal and Directional Trajectory, Total Footage Drilled in Thousand Feet",16767,Thousand Feet
514,2022-01,OGHRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Horizontal Trajectory in Number of Rigs",543,Number of Rigs
515,2022-01,OGNRPOF,"Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore in Number of Rigs",18,Number of Rigs
516,2022-01,OGNRPON,"Crude Oil and Natural Gas Rotary Rigs in Operation, Onshore in Number of Rigs",583,Number of Rigs
517,2022-01,OGNRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Total in Number of Rigs",601,Number of Rigs
518,2022-01,OGPFPUS,"Crude Oil Wells, Total Footage Drilled  in Thousand Feet",12384,Thousand Feet
519,2022-01,OGTFPUS,"Crude Oil, Natural Gas, and Dry Wells, Total Footage Drilled in Thousand Feet",17791,Thousand Feet
520,2022-01,OGTWPUS,"Crude Oil, Natural Gas, and Dry Wells Drilled, Total in Number",1174,Number
521,2022-01,OGVFPUS,"Crude Oil, Natural Gas, and Dry Wells, Vertical Trajectory, Total Footage Drilled in Thousand Feet",1024,Thousand Feet
522,2022-01,OGVTPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Vertical Trajectory in Number of Rigs",23,Number of Rigs
523,2022-01,OGWSPUS,Active Well Service Rig Count in Number of Rigs,995,Number of Rigs
524,2022-01,OJECBUS,"Other Gases Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",22.629,Trillion Btu
525,2022-01,OJEGPUS,"Electricity Net Generation From Other Gases, Electric Power Sector in Million Kilowatthours",278.462,Million Kilowatthours
526,2022-01,OJEIBUS,"Other Gases Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",3.049,Trillion Btu
527,2022-01,OJEPBUS,"Other Gases Consumption for Electricity Generation, All Sectors in Trillion Btu",5.388,Trillion Btu
528,2022-01,OJETPUS,"Electricity Net Generation From Other Gases, All Sectors in Million Kilowatthours",983.965,Million Kilowatthours
529,2022-01,OJI1BUS,"Other Gases Consumption for Electricity Generation, Industrial Sector in Trillion Btu",4.084,Trillion Btu
530,2022-01,OJI3BUS,"Other Gases Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",19.58,Trillion Btu
531,2022-01,OJI5PUS,"Electricity Net Generation From Other Gases, Industrial Sector in Million Kilowatthours",705.503,Million Kilowatthours
532,2022-01,OJL1BUS,"Other Gases Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",1.304,Trillion Btu
533,2022-01,OLECPUS,"Other Petroleum Liquids Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",295.585,Thousand Barrels
534,2022-01,OLEIPUS,"Other Petroleum Liquids Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",241.659,Thousand Barrels
535,2022-01,OLEKPUS,"Other Petroleum Liquids Stocks, Electric Power Sector, End of Period in Thousand Barrels",658.146,Thousand Barrels
536,2022-01,OLEPPUS,"Other Petroleum Liquids Consumption for Electricity Generation, All Sectors in Thousand Barrels",245.99,Thousand Barrels
537,2022-01,OLL1PUS,"Other Petroleum Liquids Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",230.712,Thousand Barrels
538,2022-01,OLRIPUS,Other Liquids Refinery and Blender Net Inputs in Thousand Barrels per Day,699.968,Thousand Barrels per Day
539,2022-01,OMNIVUS,Non-Energy Balance in Million Dollars,-102102,Million Dollars
540,2022-01,OPACBUS,Other Products Consumed by the Transportation Sector in Trillion Btu,17.595,Trillion Btu
541,2022-01,OPACPUS,Other Products Consumed by the Transportation Sector in Thousand Barrels per Day,103.856,Thousand Barrels per Day
542,2022-01,OPEXPUS,Other Petroleum Products Exports in Thousand Barrels per Day,1149.877,Thousand Barrels per Day
543,2022-01,OPICBUS,Other Petroleum Products Consumed by the Industrial Sector in Trillion Btu,200.433,Trillion Btu
544,2022-01,OPICEUS,Other Petroleum Products Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,10.132,Million Metric Tons of Carbon Dioxide
545,2022-01,OPICPUS,Other Petroleum Products Consumed by the Industrial Sector in Thousand Barrels per Day,1082.122,Thousand Barrels per Day
546,2022-01,OPIMPUS,Other Petroleum Products Imports in Thousand Barrels per Day,920.968,Thousand Barrels per Day
547,2022-01,OPPSPUS,Other Products Stocks in Million Barrels,172.539,Million Barrels
548,2022-01,OPROPUS,Other Petroleum Products Refinery and Blender Net Production in Thousand Barrels per Day,2280.355,Thousand Barrels per Day
549,2022-01,OPTCBUS,Other Products Supplied in Trillion Btu,218.027,Trillion Btu
550,2022-01,OPTCEUS,Other Petroleum Products CO2 Emissions in Million Metric Tons of Carbon Dioxide,10.132,Million Metric Tons of Carbon Dioxide
551,2022-01,OPTCPUS,Other Products Supplied in Thousand Barrels per Day,1185.978,Thousand Barrels per Day
552,2022-01,OTECBUS,"Other Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",17.403,Trillion Btu
553,2022-01,OTEIBUS,"Other Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",10.924,Trillion Btu
554,2022-01,OTEPBUS,"Other Consumption for Electricity Generation, All Sectors in Trillion Btu",14.898,Trillion Btu
555,2022-01,OTI1BUS,"Other Consumption for Electricity Generation, Industrial Sector in Trillion Btu",3.078,Trillion Btu
556,2022-01,OTI3BUS,"Other Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",4.166,Trillion Btu
557,2022-01,OTL1BUS,"Other Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",10.053,Trillion Btu
558,2022-01,OTNFBUS,Other Petroleum Non-Combustion Consumption in Quadrillion Btu,0.017175,Quadrillion Btu
559,2022-01,OTNFPUS,Other Petroleum Non-Combusiton Consumption in Thousand Barrels per Day,95.879,Thousand Barrels per Day
560,2022-01,PAACBUS,Total Petroleum Consumed by the Transportation Sector in Trillion Btu,2013.5,Trillion Btu
561,2022-01,PAACPUS,Total Petroleum Consumed by the Transportation Sector in Thousand Barrels per Day,12220.961,Thousand Barrels per Day
562,2022-01,PAAJPUS,Petroleum Adjustments in Thousand Barrels per Day,866.101,Thousand Barrels per Day
563,2022-01,PAC1PUS,"Petroleum Consumption for Electricity Generation, Commercial Sector in Thousand Barrels",33.147,Thousand Barrels
564,2022-01,PAC3PUS,"Petroleum Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Thousand Barrels",133.196,Thousand Barrels
565,2022-01,PAC5PUS,"Electricity Net Generation From Petroleum, Commercial Sector in Million Kilowatthours",Not Meaningful,Million Kilowatthours
566,2022-01,PAC9PUS,"Petroleum Commercial Sector, Net Summer Capacity in Million Kilowatts",0.913,Million Kilowatts
567,2022-01,PACCBUS,Total Petroleum Consumed by the Commercial Sector in Trillion Btu,107.766,Trillion Btu
568,2022-01,PACCPUS,Total Petroleum Consumed by the Commercial Sector in Thousand Barrels per Day,712.637,Thousand Barrels per Day
569,2022-01,PAECPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",6759.881,Thousand Barrels
570,2022-01,PAEGPUS,"Electricity Net Generation From Petroleum, Electric Power Sector in Million Kilowatthours",3450.279,Million Kilowatthours
571,2022-01,PAEIBUS,Total Petroleum Consumed by the Electric Power Sector in Trillion Btu,35.123,Trillion Btu
572,2022-01,PAEIEUS,Petroleum Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,2.794,Million Metric Tons of Carbon Dioxide
573,2022-01,PAEIZUS,Total Petroleum Consumed by the Electric Power Sector in Thousand Barrels per Day,190.331,Thousand Barrels per Day
574,2022-01,PAEKPUS,"Total Petroleum Stocks, Electric Power Sector, End of Period in Thousand Barrels",25766.013,Thousand Barrels
575,2022-01,PAEPPUS,"Total Petroleum Consumption for Electricity Generation, All Sectors in Thousand Barrels",6118.816,Thousand Barrels
576,2022-01,PAERDUS,"Average Cost of Total Petroleum Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",13.49,"Dollars per Million Btu, Including Taxes"
577,2022-01,PAETPUS,"Electricity Net Generation From Petroleum, All Sectors in Million Kilowatthours",3539.052,Million Kilowatthours
578,2022-01,PAEXPBZ,Petroleum Exports to Brazil in Thousand Barrels per Day,399.462,Thousand Barrels per Day
579,2022-01,PAEXPCH,Petroleum Exports to China in Thousand Barrels per Day,455.54,Thousand Barrels per Day
580,2022-01,PAEXPCN,Petroleum Exports to Canada in Thousand Barrels per Day,718.149,Thousand Barrels per Day
581,2022-01,PAEXPIH,Petroleum Exports to India in Thousand Barrels per Day,817.272,Thousand Barrels per Day
582,2022-01,PAEXPJA,Petroleum Exports to Japan in Thousand Barrels per Day,459.966,Thousand Barrels per Day
583,2022-01,PAEXPMX,Petroleum Exports to Mexico in Thousand Barrels per Day,1100.595,Thousand Barrels per Day
584,2022-01,PAEXPNL,Petroleum Exports to Netherlands in Thousand Barrels per Day,252.079,Thousand Barrels per Day
585,2022-01,PAEXPOT,Petroleum Exports to Other Countries in Thousand Barrels per Day,3202.743,Thousand Barrels per Day
586,2022-01,PAEXPSK,Petroleum Exports to South Korea in Thousand Barrels per Day,523.438,Thousand Barrels per Day
587,2022-01,PAEXPSN,Petroleum Exports to Singapore in Thousand Barrels per Day,541.526,Thousand Barrels per Day
588,2022-01,PAEXPUK,Petroleum Exports to United Kingdom in Thousand Barrels per Day,292.509,Thousand Barrels per Day
589,2022-01,PAEXPUS,Total Petroleum Exports in Thousand Barrels per Day,8763.277,Thousand Barrels per Day
590,2022-01,PAEXVUS,Petroleum Exports in Million Dollars,15560,Million Dollars
591,2022-01,PAGBPUS,"Petroleum, Net Summer Capacity in Million Kilowatts",28.201,Million Kilowatts
592,2022-01,PAGLPUS,Petroleum Processing Gain in Thousand Barrels per Day,984.194,Thousand Barrels per Day
593,2022-01,PAI1PUS,"Petroleum Consumption for Electricity Generation, Industrial Sector in Thousand Barrels",92.682,Thousand Barrels
594,2022-01,PAI3PUS,"Petroleum Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Thousand Barrels",484.778,Thousand Barrels
595,2022-01,PAI5PUS,"Electricity Net Generation From Petroleum, Industrial Sector in Million Kilowatthours",72.677,Million Kilowatthours
596,2022-01,PAI9PUS,"Petroleum Industrial Sector, Net Summer Capacity in Million Kilowatts",0.503,Million Kilowatts
597,2022-01,PAICBUS,Total Petroleum Consumed by the Industrial Sector in Trillion Btu,750.51,Trillion Btu
598,2022-01,PAICPUS,Total Petroleum Consumed by the Industrial Sector in Thousand Barrels per Day,5469.039,Thousand Barrels per Day
599,2022-01,PAIMPAG,Petroleum Imports From Algeria in Thousand Barrels per Day,No Data Reported,Thousand Barrels per Day
600,2022-01,PAIMPAO,Petroleum Imports From Angola (OPEC Series) in Thousand Barrels per Day,68.774,Thousand Barrels per Day
601,2022-01,PAIMPBZ,Petroleum Imports From Brazil in Thousand Barrels per Day,109.806,Thousand Barrels per Day
602,2022-01,PAIMPCL,Petroleum Imports From Colombia in Thousand Barrels per Day,200,Thousand Barrels per Day
603,2022-01,PAIMPCN,Petroleum Imports From Canada in Thousand Barrels per Day,4557.226,Thousand Barrels per Day
604,2022-01,PAIMPEN,Petroleum Imports from Ecuador in Thousand Barrels per Day,99.903,Thousand Barrels per Day
605,2022-01,PAIMPIQ,Petroleum Imports From Iraq in Thousand Barrels per Day,260.742,Thousand Barrels per Day
606,2022-01,PAIMPKU,Petroleum Imports From Kuwait in Thousand Barrels per Day,57.516,Thousand Barrels per Day
607,2022-01,PAIMPLY,Petroleum Imports From Libya in Thousand Barrels per Day,76.161,Thousand Barrels per Day
608,2022-01,PAIMPMX,Petroleum Imports From Mexico in Thousand Barrels per Day,757.871,Thousand Barrels per Day
609,2022-01,PAIMPNI,Petroleum Imports From Nigeria in Thousand Barrels per Day,28.516,Thousand Barrels per Day
610,2022-01,PAIMPNL,Petroleum Imports From Netherlands in Thousand Barrels per Day,69.484,Thousand Barrels per Day
611,2022-01,PAIMPNO,Petroleum Imports From Norway in Thousand Barrels per Day,48.097,Thousand Barrels per Day
612,2022-01,PAIMPNT,Petroleum Imports From Total Non-OPEC Countries in Thousand Barrels per Day,7062.162,Thousand Barrels per Day
613,2022-01,PAIMPOO,Petroleum Imports From Other OPEC in Thousand Barrels per Day,17.225,Thousand Barrels per Day
614,2022-01,PAIMPOP,Petroleum Imports From Total OPEC in Thousand Barrels per Day,1096.419,Thousand Barrels per Day
615,2022-01,PAIMPOT,Petroleum Imports From Other Non-OPEC in Thousand Barrels per Day,856.13,Thousand Barrels per Day
616,2022-01,PAIMPPG,Petroleum Imports From Persian Gulf in Thousand Barrels per Day,985.903,Thousand Barrels per Day
617,2022-01,PAIMPRU,Petroleum Imports From Russia in Thousand Barrels per Day,282.548,Thousand Barrels per Day
618,2022-01,PAIMPSA,Petroleum Imports From Saudi Arabia in Thousand Barrels per Day,552.871,Thousand Barrels per Day
619,2022-01,PAIMPUA,Petroleum Imports from United Arab Emirates in Thousand Barrels per Day,34.613,Thousand Barrels per Day
620,2022-01,PAIMPUK,Petroleum Imports From United Kingdom in Thousand Barrels per Day,81.097,Thousand Barrels per Day
621,2022-01,PAIMPUS,Total Petroleum Imports in Thousand Barrels per Day,8158.581,Thousand Barrels per Day
622,2022-01,PAIMPVE,Petroleum Imports From Venezuela in Thousand Barrels per Day,No Data Reported,Thousand Barrels per Day
623,2022-01,PAIMPVI,Petroleum Imports From U.S. Virgin Islands in Thousand Barrels per Day,No Data Reported,Thousand Barrels per Day
624,2022-01,PAIMSOP,Petroleum Imports From OPEC as Share of Total Imports in Percent,13.4,Percent
625,2022-01,PAIMSPG,Petroleum Imports From Persian Gulf as Share of Total Imports in Percent,12.1,Percent
626,2022-01,PAIMVUS,Petroleum Imports in Million Dollars,18515,Million Dollars
627,2022-01,PAIQSOP,Petroleum Imports From OPEC as Share of Products Supplied in Percent,5.6,Percent
628,2022-01,PAIQSPG,Petroleum Imports From Persian Gulf as Share of Products Supplied in Percent,5,Percent
629,2022-01,PAIQSUS,Petroleum Imports as Share of Products Supplied in Percent,41.3,Percent
630,2022-01,PAL1PUS,"Total Petroleum Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",5992.987,Thousand Barrels
631,2022-01,PAL9PUS,"Petroleum Electric Power Sector, Net Summer Capacity in Million Kilowatts",26.785,Million Kilowatts
632,2022-01,PANFBUS,Total Petroleum Non-Combustion Consumption in Quadrillion Btu,0.427467,Quadrillion Btu
633,2022-01,PANFPUS,Total Petroleum Non-Combustion Consumption in Thousand Barrels per Day,3650.374,Thousand Barrels per Day
634,2022-01,PANIPUS,Petroleum Net Imports in Thousand Barrels per Day,-604.696,Thousand Barrels per Day
635,2022-01,PANIVUS,Petroleum Balance in Million Dollars,-2955,Million Dollars
636,2022-01,PANQSUS,Petroleum Net Imports as Share of Products Supplied in Percent,-3.1,Percent
637,2022-01,PANRPUS,"Crude Oil Rotary Rigs in Operation, Total in Number of Rigs",490,Number of Rigs
638,2022-01,PAPRBUS,Crude Oil Production in Quadrillion Btu,2005.437,Quadrillion Btu
639,2022-01,PAPRP48,"Crude Oil Production, 48 States in Thousand Barrels per Day",10919.722,Thousand Barrels per Day
640,2022-01,PAPRPAK,"Crude Oil Production, Alaska in Thousand Barrels per Day",449.615,Thousand Barrels per Day
641,2022-01,PAPRPUS,"Crude Oil Production, Total in Thousand Barrels per Day",11369.338,Thousand Barrels per Day
642,2022-01,PAPSPUS,"Petroleum Stocks, United States, End of Period in Million Barrels",1778.304,Million Barrels
643,2022-01,PARCBUS,Total Petroleum Consumed by the Residential Sector in Trillion Btu,158.473,Trillion Btu
644,2022-01,PARCEUS,Petroleum Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,10.737,Million Metric Tons of Carbon Dioxide
645,2022-01,PARCPUS,Total Petroleum Consumed by the Residential Sector in Thousand Barrels per Day,1138.049,Thousand Barrels per Day
646,2022-01,PARIPUS,Total Petroleum Refinery and Blender Net Inputs in Thousand Barrels per Day,16855.032,Thousand Barrels per Day
647,2022-01,PAROPUS,Total Petroleum Refinery and Blender Net Production in Thousand Barrels per Day,17839.226,Thousand Barrels per Day
648,2022-01,PASCPUS,Petroleum Stock Change in Thousand Barrels per Day,-462.954,Thousand Barrels per Day
649,2022-01,PATCBUS,Total Petroleum Products Supplied in Trillion Btu,3065.371,Trillion Btu
650,2022-01,PATCPUS,"Petroleum Products Supplied/Consumption, United States in Thousand Barrels per Day",19731.017,Thousand Barrels per Day
651,2022-01,PATWPUS,"Wells Drilled, Crude Oil in Number",795,Number
652,2022-01,PCCCBUS,Petroleum Coke Consumed by the Commercial Sector in Trillion Btu,0.06,Trillion Btu
653,2022-01,PCCCEUS,Petroleum Coke Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0.006,Million Metric Tons of Carbon Dioxide
654,2022-01,PCCCPUS,Petroleum Coke Consumed by the Commercial Sector in Thousand Barrels per Day,0.336,Thousand Barrels per Day
655,2022-01,PCECMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Short Tons",275.301,Thousand Short Tons
656,2022-01,PCEIBUS,Petroleum Coke Consumed by the Electric Power Sector in Trillion Btu,6.332,Trillion Btu
657,2022-01,PCEIEUS,Petroleum Coke Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0.647,Million Metric Tons of Carbon Dioxide
658,2022-01,PCEIMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Short Tons",221.437,Thousand Short Tons
659,2022-01,PCEIZUS,Petroleum Coke Consumed by the Electric Power Sector in Thousand Barrels per Day,35.716,Thousand Barrels per Day
660,2022-01,PCEKMUS,"Petroleum Coke Stocks, Electric Power Sector, End of Period in Thousand Short Tons",336.456,Thousand Short Tons
661,2022-01,PCEPMUS,"Petroleum Coke Consumption for Electricity Generation, All Sectors in Thousand Short Tons",220.006,Thousand Short Tons
662,2022-01,PCERDUS,"Average Cost of Petroleum Coke Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",4.32,"Dollars per Million Btu, Including Taxes"
663,2022-01,PCICBUS,Petroleum Coke Consumed by the Industrial Sector in Trillion Btu,43.369,Trillion Btu
664,2022-01,PCICEUS,Petroleum Coke Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,4.299,Million Metric Tons of Carbon Dioxide
665,2022-01,PCICPUS,Petroleum Coke Consumed by the Industrial Sector in Thousand Barrels per Day,225.59,Thousand Barrels per Day
666,2022-01,PCL1MUS,"Petroleum Coke Consumption for Electricity Generation, Electric Power Sector in Thousand Short Tons",209.757,Thousand Short Tons
667,2022-01,PCNFBUS,Petroleum Coke Non-Combustion Consumption in Quadrillion Btu,0.00318,Quadrillion Btu
668,2022-01,PCNFPUS,Petroleum Coke Non-Combustion Consumption in Thousand Barrels per Day,17.937,Thousand Barrels per Day
669,2022-01,PCTCBUS,Petroleum Coke Product Supplied in Trillion Btu,49.76,Trillion Btu
670,2022-01,PCTCEUS,Petroleum Coke CO2 Emissions in Million Metric Tons of Carbon Dioxide,4.952,Million Metric Tons of Carbon Dioxide
671,2022-01,PCTCPUS,Petroleum Coke Product Supplied in Thousand Barrels per Day,261.642,Thousand Barrels per Day
672,2022-01,PFNFBUS,Petrochemical Feedstocks Non-Combustion Consumption in Quadrillion Btu,0.051683,Quadrillion Btu
